['S7 (Rhine-Main S-Bahn)', 'Rhine-Main S-Bahn']
['Graham Howell', 'Association football']
['List of people of the Three Kingdoms (K)', 'Three Kingdoms']
['Musical Island Boys', 'Barbershop quartet']
['Carlton T. Spiller', 'Poet']
['Message from the King (album)', 'Reggae']
['Tanvir Ahmed (admiral)', 'Rear admiral']
['Chiang Peng-lung', 'Chinese language']
['Kill the Lights Tour', 'Luke Bryan']
['Jeremy Synot', 'Essendon, Victoria']
['Anthurium pallens', 'Anthurium']
['Johnny Owen (Nebraska politician)', 'Americans']
['Bahalia', 'Contai III']
['Delta Classic', 'College football']
['Mark Crick (rugby union)', 'Rugby union']
['Michael Mac an tSáir', 'Bishop']
['Harney Basin duskysnail', 'Hypsogastropoda']
['Pakokku Township', 'Burmese language']
['Keith F. Davis', 'Hallmark Photographic Collection']
['Delilah Jackson', 'Cultural history']
['The New Daily (British newspaper)', 'Edward Martell (politician)']
['Gösebek', 'Schleswig-Holstein']
['Hinduism in Croatia', 'Hinduism']
['Heteranthera limosa', 'Pontederiaceae']
['Mandarin duck', 'Perching duck']
['Kess Film', 'Eva Löbau']
['Syntette', 'Periodontal curette']
['Red-eared firetail', 'Southwest Australia']
['Cobra (La Ronde)', 'Stand-up roller coaster']
['List of Russian football transfers winter 2017–18', 'Russia']
['Per Brunvand', 'Kristiansand']
['American wall gecko', 'Species']
['Ajmer Dargah bombing', 'Sufism']
['Hippotion moorei', 'Moth']
['Mektek Studios', 'Saint John, New Brunswick']
['Refusal to serve in the IDF', 'Israel Defense Forces']
['Redemption (Angel novel)', 'Angel (1999 TV series)']
['Sasanamigawa Dam', 'Yamaguchi Prefecture']
['Prince Arthur Hotel', 'Thunder Bay']
['Vantelin Dome Nagoya', 'Baseball']
['Adah Isaacs Menken', 'Hippodrama']
['Wilnis', 'Netherlands']
['The Girl Guides Association of Dominica', 'Girl Guides']
['Great Britain at the 2018 Winter Olympics', 'Great Britain']
['Roller sports at the 2022 South American Games', 'Roller sports']
['Arrondissement of Vire', 'Arrondissements of France']
['Crystle Stewart', 'Miss USA 2008']
['Genova (1953 film)', 'War film']
['EuroLeague Best Defender', 'Basketball']
['1993 Rosmalen Grass Court Championships – Singles', 'Michael Stich']
['The Pigeon Detectives', 'Indie rock']
['Maximilian Pilzer', 'Conducting']
['Battle of Hitotoribashi', 'Japanese language']
['Franziska Maichle', 'Hechingen']
['Welcome Beach, British Columbia', 'British Columbia']
['Ménesqueville', 'Communes of France']
['Toyota (GB) PLC', 'Toyota']
['Sing Sing Sing (album)', 'Album']
['Mboya Edwards', 'Canadians']
['Sarfarirud', 'Persian language']
['DXMA-FM', 'FM broadcasting']
['Santa Sabina (band)', 'Rock music in Mexico']
['Taochuan, Shaanxi', 'Chinese language']
['Portrait of Elena Anguissola (Southampton)', 'Sofonisba Anguissola']
['Kantō earthquakes', 'Megathrust earthquake']
['Strung Up (Sweet album)', 'Glam rock']
['Dora Mayer', 'Indigenous peoples of Peru']
['University of Bolton Stadium', 'Bolton Wanderers F.C.']
['The Country Day School', 'Private school']
['Jesús Dermit', 'Cycle sport']
['2012 Korea Open – Singles', 'María José Martínez Sánchez']
['The Blues and the Beat', 'Henry Mancini']
['Meymeh', 'Persian language']
['Kutenholz station', 'Germany']
['Chróścin-Młyn', 'Human settlement']
['Stadthausbrücke station', 'Hamburg City S-Bahn']
['Loredana Zisu', 'Swimming (sport)']
['List of Pennsylvania Scenic Byways', 'National Scenic Byway']
['Quitzdorf am See', 'Upper Sorbian language']
['Sarah W. Whitman', 'Stained glass']
['Portrait of Stéphane Mallarmé', 'Édouard Manet']
['1995 Ligurian regional election', "Italian People's Party (1994)"]
['John Phillips (New Zealand cricketer)', 'Cricket']
['Edith M. Stern', 'New York City']
['List of works by Hemendra Kumar Roy', 'Hemendra Kumar Roy']
['Firuzi, Abadeh', 'Persian language']
['Richard J. Tonry', 'New York (state)']
['Ion Barbu (footballer, born 1938)', 'Romania national football team']
['Safe Water Network', 'Nonprofit organization']
['Noricum', 'Timeline of Austrian history']
['Dave Magnier', 'Irish people']
['Chris Williams (actor)', 'Dodgeball: A True Underdog Story']
['Halina Kossobudzka']
['2019 Chicago mayoral election', 'Rahm Emanuel']
['Latinos Beyond Reel', 'Social exclusion']
['Petronilla Tovo', 'Turin']
['Triphasia', 'Rutaceae']
['(516977) 2012 HZ84', 'Trans-Neptunian object']
['Shahid Nadeem', 'Urdu']
['Unity Pond', 'Waldo County, Maine']
['Venus (2022 film)', 'Action film']
['Lee Seung-yeon (actress, born 1977)']
['Frederick John Mitchell', 'Alberta']
['Christa Prets', 'Diez, Germany']
['Great City Race', 'Road running']
['Mountain Home (White Sulphur Springs, West Virginia)', 'White Sulphur Springs, West Virginia']
['Manyika dialect', 'Shona language']
['Leonor Martínez Villada', 'Argentina']
['Nicholas Campion', 'Daily Mail']
['Hypotrachyna bogotensis', 'Foliose lichen']
['OK Častkovce', 'Association football']
['1133', 'Roman numerals']
['Attributive expression', 'Noun phrase']
['William L. McMillan', 'Physicist']
['Outlaw Pete', 'Bruce Springsteen']
['Visiting Forces Act', 'Military personnel']
['Michael Petroni', 'The Big Gig']
['Raudlepa', 'Sõmeru Parish']
['The Gaer House', 'Welsh language']
['AudioLock', 'Copy protection']
['William Winniett', 'Annapolis Royal']
['No One (Lee Hi song)', 'All caps']
['Putnișoara', 'Tributary']
['Tylopilus alboater', 'Otto Kuntze']
['Harpalus contemptus', 'Ground beetle']
['Danalı, Beşiri', 'Kurdish languages']
['Speechwriter', 'Public speaking']
['Thomas Lewis Gilmer', 'Northwestern University Dental School']
['Simon Laner', 'Association football']
['Narciso Durán', 'Catalan language']
['Oark High School', 'Comprehensive school']
['Chrysasura meeki', 'Moth']
['Hinjilicut', 'Ganjam district']
['Blatné (lake)', 'Lake']
['List of airports in the Los Angeles area', 'Greater Los Angeles']
['Europium(III) oxide', 'Europium']
['Gustaf Adolf Boltenstern Jr.', 'Sweden']
['Allene oxide', 'Organic chemistry']
['Chen Ziyuan', 'Simplified Chinese characters']
['Luisa Maffi', 'Terralingua']
['Mathieu Tousignant', 'Canadians']
['Tom Stapleton (hurler)', 'Irish people']
['Alpine skiing at the 1990 Asian Winter Games', 'Alpine skiing']
['Five Points, North Carolina', 'Census-designated place']
['Brandenberg', 'Municipality']
['Gopalpur Balikuda railway station', 'Kharagpur–Puri line']
['More FM', 'Radio network']
['Eric Haber', 'Poker']
['Comocritis praecolor', 'Moth']
['690th Cyberspace Operations Group', 'Lackland Air Force Base']
['Lac Vert (Passy)', 'Lake']
['Center for Biofilm Engineering', 'Montana State University']
['International cricket in 1880', 'W. G. Grace']
['All Night, All Right', 'Warren G']
['Channel 18 virtual TV stations in the United States', 'Television station']
['In the Night (Dream Evil album)', 'Dream Evil']
['Isaac Knapp', 'Abolitionism in the United States']
['J.J. Moser', 'Ice hockey']
['State road D.080 (Turkey)', 'Turkish State Highway System']
['KHJK', 'Hertz']
['Liviu Mihai', 'Cluj-Napoca']
['Lota Delgado', 'World War II']
['Kutyłowo-Bródki', 'Village']
['Yunganglong', 'Extinction']
['Zolsky District', 'Russian language']
['Trans: When Ideology Meets Reality', 'Helen Joyce']
['Reserve Township, Allegheny County, Pennsylvania', 'Township (Pennsylvania)']
['Harald Krassnitzer', 'Grödig']
['Aplastodiscus eugenioi', 'Frog']
['Will Claxton', 'Professional golfer']
['Amie Bensouda', 'The Gambia']
['Frankel appliance', 'Rolf Fränkel']
['Sophronica sparsepilosa', 'Beetle']
['WAIY-LP', 'FM broadcasting']
['Prusy, Lesser Poland Voivodeship', 'Village']
['Bulbophyllum saronae', 'Orchid']
['Robert Haas (clergyman)', 'Floruit']
['Tillie Pierce', 'Battle of Gettysburg']
['Shahbaz Khan (actor)', 'Actor']
['Bharucha', 'Parsis']
["Track and field at the 2015 Military World Games – Women's long jump", 'Long jump']
['Peng Shou', 'Simplified Chinese characters']
['Narcissus flycatcher', 'Passerine']
['Specific detectivity', 'Photodetector']
['Tom Hudson (art educator)', 'Bauhaus']
['1928 New Jersey gubernatorial election', 'A. Harry Moore']
['Brassaiopsis minor', 'Plant']
['Land Reform (Scotland) Act 2003', 'Act of the Scottish Parliament']
['Language family', 'Language']
['Debelo Brdo, Žepče', 'Municipalities of Bosnia and Herzegovina']
['Syzeton subfasciatus', 'Aderidae']
['Beilrode', 'Nordsachsen']
['Browar Łomża', 'Brewery']
['Government Degree College, Kokernag', 'College']
['Suvi River', 'India']
['UKErevyen', 'Festival']
['Polanski Unauthorized', 'Biographical film']
['Teymurlu, Zanjan', 'Persian language']
['Murt Connor', 'Gaelic football']
['Angela Nagle', 'The Baffler']
['Dolodrook River', 'Perennial stream']
['Gordon MacDonald (editor)', 'Photoworks Annual']
['László Lachos', 'Hungary']
['Gilles de Roye', 'Flemish people']
['City Mission Academy', 'Christianity']
['Viliam Široký', 'Communism']
['Broadway Rhythm', 'Metro-Goldwyn-Mayer']
['Ted Keating', 'Order of St Michael and St George']
['Piaski, Gmina Bolesławiec', 'Village']
['The Builders and the Butchers', 'Portland, Oregon']
['Buffalo Township, Linn County, Iowa', 'Linn County, Iowa']
['Maio Island Super Cup', 'Maio, Cape Verde']
['Canton of Bièvre', 'Cantons of France']
['John Rogers Studio', 'John Rogers (sculptor)']
['2007 Sundance Film Festival', 'Park City, Utah']
['Economic inequality in South Korea', 'South Korea']
['Speedway World Pairs Championship', 'Motorcycle speedway']
['Cheaper by the Dozen (2003 film)', "Children's film"]
['Abner Williams Log House', 'Log cabin']
['Nnewi', 'Anambra State']
['Body Parts (Star Trek: Deep Space Nine)', 'Star Trek: Deep Space Nine']
['Gamboa (name)', 'Basque language']
['Lawrence Hill, Berkshire', 'Bracknell']
['Moscovium', 'Synthetic element']
['Selzerbeek', 'North Rhine-Westphalia']
['Somatidia parvula', 'Beetle']
['Darya Reznichenko', 'Bishkek']
['Parish (village), New York', 'Parish, New York']
['Open cluster family', 'Astronomy']
['UK Citizens Online Democracy', 'Charitable organization']
['Caroline Overdrive', 'Radio Caroline']
['Oregon Museum of Science and Industry', 'Museum']
['Joseph Cabi ben Simon', 'Herodian dynasty']
['Tore Bernt Ramton', 'Norwegian Skating Association']
['Matt Gadsby', 'Association football']
['Thomas Geyer', 'Association football']
['Hideyuki Nagashima', 'Amateur wrestling']
['List of unnumbered minor planets: 2002 R (0–262)', 'List of unnumbered minor planets']
['Gornjak Monastery', 'Serbian language']
['Vibert Douglas', 'Order of Canada']
['Sjoerd Wartena', '1964 Summer Olympics']
['Sandro Semedo', 'Association football']
['Pavel Lednyov', 'Russian language']
['Pustin Duz, North Khorasan', 'Persian language']
['1907 in motorsport', '1907 in sports']
['Leușeni, Hîncești', 'Hîncești District']
['Continuum (music project)', 'Ambient music']
['Maruvesa', 'Kenya']
['Vinton station', 'Vinton, Iowa']
['Little Yazoo, Mississippi', 'Unincorporated area']
['Alcove, New York', 'Administrative divisions of New York (state)']
['Markus Ehrhard', 'Germany']
['Canon EOS-1Ds', 'Full-frame DSLR']
['Cisy, Podlaskie Voivodeship', 'Village']
['Pubbarawela', 'Sri Lanka']
['George R. Nelson', 'Set decorator']
['Prosper P. Parker', 'American Civil War']
['Tạ Tỵ', 'Vietnamese boat people']
['Topolje, Zagreb County', 'Ivanić-Grad']
['David Lachterman', 'Belgium']
['Love at First Fight (film)', 'French language']
['Thomas Gabriel (composer)', 'Essen']
['Norape foliata', 'Moth']
['Grenada at the 2003 Pan American Games', '2003 Pan American Games']
['Louis Satterfield', 'Bassist']
['Victor Milán', 'Libertarian science fiction']
['2015 Pro Bowl', 'National Football League']
['Miraz', 'C. S. Lewis']
['Akron Series in Poetry', 'University of Akron Press']
['Old Crypt, Chester', 'National Heritage List for England']
['Oxygen effect', 'Biochemistry']
['Manuel Jesús Acosta Elías', 'Catalonia']
['Sang-chul Lee (taekwondo)', 'Taekwondo']
['ETFE', 'Fluorine']
['Monaco at the 1992 Winter Olympics', 'Monaco']
['USS Sparrow (AMc-31)', 'Coastal minesweeper']
['Suleva', 'Kėdainiai District Municipality']
["1950–51 St. Francis Terriers men's basketball team", 'St. Francis College']
['Xanthoconium purpureum', 'Bolete']
['Rauheneck Castle (Baden)', 'German language']
['São José do Rio Preto', 'Municipalities of Brazil']
['Tizab, Fars', 'Persian language']
['Hacrochlamys lineolatus', 'Species']
['L. Glenn Perry', 'U.S. Securities and Exchange Commission']
['Mixed Match', 'Jeff Chiba Stearns']
['Asamia', 'Beetle']
['Mimosestes nubigens', 'Leaf beetle']
['Caleb Green (basketball)', 'Basketball']
['Sarah Jane Smith: Test of Nerve', 'Big Finish Productions']
["2005 European Athletics Indoor Championships – Men's heptathlon", '2005 European Athletics Indoor Championships']
['Matiabag Palace', 'Gauripur, India']
['Røstlandet (village)', 'Administrative centre']
["Gaston County Sheriff's Office", 'Gaston County, North Carolina']
['Holden Rodeo', 'Pickup truck']
['KKLJ', 'FM broadcasting']
['Richard Burnham (clergyman)', 'Guildford']
['Michael Gibson (soccer)', 'Association football']
['Hrana za golubove', 'Album']
['Smyth-Bland Regional Library', 'Smyth County, Virginia']
['Wyoming Highway 251', 'Wyoming']
['1898 Delaware football team', 'University of Delaware']
['Chargers–Chiefs rivalry', 'List of Super Bowl champions']
['Shartlesville, Pennsylvania', 'Census-designated place']
['The Rose (song)', 'Pop music']
['Columbia 7.6', 'United States']
['Into the Gauntlet', 'The 39 Clues']
["List of I Didn't Do It episodes", "I Didn't Do It (TV series)"]
['Junction City, California', 'Census-designated place']
['My Best Enemy (2005 film)', 'Spanish language']
['Japan National Route 162', 'National highways of Japan']
['The Life of Fish', 'Spanish language']
['Mallazai', 'Quetta District']
['Henry Barrett', 'Marathon']
['1967 Greater London Council election', 'Labour Party (UK)']
['Inquilinos Boricuas en Acción', 'South End, Boston']
['Sinus Aestuum', 'Latin']
['Eddie Bond', 'Country music']
['2009 SMU Mustangs football team', 'Southern Methodist University']
['Shobhapur Jahej', 'Bhopal district']
['Fonua Pole', 'Rugby league']
['Jennow House', 'Strandgade']
['Teutonic, West Virginia', 'Unincorporated area']
['Changwon station', 'Changwon']
['Shine (film)', 'Biographical film']
['Davara (moth)', 'Pyralidae']
['Ilona Biacsi', 'Hungary']
['Gertrude Mbeyu Mwanyanje', 'National Assembly (Kenya)']
['John Pedder', 'English Australians']
['Olive F. Wiley', 'Warwick, Rhode Island']
['Werner Kuhn (chemist)', 'Physical chemistry']
['Joseph Celli', 'Oboe']
['Anthony Henniker-Gotley', 'Rugby union']
['Livingston County, Missouri', 'County (United States)']
['Songs from Here & Back', 'The Beach Boys']
['George Holcomb', 'Negro league baseball']
['Deptford Park', 'Deptford']
['Śledziówka Wielka', 'Village']
['Jared Connaughton', 'Canadians']
['Spider diagram', 'Euler diagram']
['Bernard Itier', 'Benedictines']
['Milena Warthon', 'Pop music']
['Muros, Sardinia', 'Sardinian language']
['List of 2014 albums', 'Album']
['South Twin River Basin', 'Humboldt–Toiyabe National Forest']
['Peter Barham', 'University of Bristol']
["Mister Rogers' Neighborhood (season 30)", 'PBS']
['14th Street station (PATH)', 'Metro station']
['Lane Chandler', 'Western (genre)']
['Larkspur (horse)', 'Thoroughbred']
['CCGS Cape Lambton', 'Canadian Coast Guard']
['Club Olympique de Kélibia', 'Arabic']
['List of lakes of Carter County, Montana', 'Lake']
['Minna (given name)', 'Germanic languages']
['Kalasam (TV series)', 'Tamil language']
['Zacherlhaus', 'Jože Plečnik']
['El Pueblo (Nicaraguan newspaper)', 'Nicaragua']
['1991 Soviet Second League, Zone West', 'Soviet Second League']
['Footbridge across a Ditch', 'Vincent van Gogh']
['Margit Pörtner', 'Denmark']
['Giovanni Buttarelli', 'European Data Protection Supervisor']
['Akaiyan Falls', 'Glacier National Park (U.S.)']
['Stourbridge', 'Market town']
['Rob Templeton', 'Order of the British Empire']
['The Wrestlers (Luks)', 'Oil painting']
['Mekinges Conner', 'Lenape']
['Ready to Fly (film)', 'Ski jumping']
['Miesville, Minnesota', 'Dakota County, Minnesota']
['Calosoma roeschkei', 'Ground beetle']
['Mirpur Mathelo railway station', 'Urdu']
['Giant huntsman spider', 'Species']
['Welcome to Australia', 'Carlton Television']
['Aizpute Municipality', 'Latvian language']
['Hector Sutherland (skier)', 'Montreal']
['Eternity Range', 'Antarctic Peninsula']
['Shaldeh, Shaft', 'Persian language']
['Reprise', 'Music']
['Nico Assumpção', 'São Paulo']
['Second Matsukata Cabinet', 'Cabinet of Japan']
['Ana Pouvreau', 'Political science']
['Doddington (East Indiaman)', 'East Indiaman']
['Thompson Creek (Siskiyou County, California)', 'Klamath River']
['All India Ulema and Mashaikh Board', 'All India Ulema and Mashaikh Board']
["Wherryman's Way", 'England']
['Narty, Łódź Voivodeship', 'Village']
["Naomi House Children's Hospice", 'Geographic coordinate system']
['Andhra Pradesh Express (old)', 'Express trains in India']
['Glenn Liebhardt (1930s pitcher)', 'Major League Baseball']
